company,time,Mclsprc,Mnshrtrd,Mnvaltrd,Msmvosd,returns1,shizhi,returns
597,Nov-04,5.36,29643457,146029562,583221.6,0.099755191,458271.45,-0.018045253
597,Nov-03,7.38,41576946,292318122,803017.8,0.022338344,797758.65,-0.002735708
597,Nov-02,7.75,46602750,395712631.5,843277.5,-0.090246672,931957.65,0.003769615
597,Nov-01,8.68,8973385,74103759.87,944470.8,0.026829566,896413.05,0.010162572
599,Nov-16,8.13,619748717,5284516542,5105411.34,0.024729326,5051955.75,-0.00317898
599,Nov-15,8.08,986767112,8415923318,5074012.74,-0.033602883,4610360.175,-0.008712214
599,Nov-14,6.36,239057106,1540821206,3337794.63,-0.012784184,4161741.942,0.040047071
599,Nov-13,4.2,107817948,435843848.1,2204202.83,0.036661986,2290796.515,0.006454191
599,Nov-12,3.15,43776406,152217712.4,1653152.12,-0.056783895,1823715.437,-0.002460829
599,Nov-11,4.57,100942640,511107236.1,2398382.6,-0.034688999,2187583.842,-0.010357985
599,Nov-10,6.39,541387536,3826428219,3353537.17,-0.019275604,3088508.015,-0.003895459
599,Nov-09,9.12,763189256,7212089850,4021415.88,0.019976683,4285299.702,-0.019206949
599,Nov-08,3.14,196191605,619716703.9,1165498.22,0.072048011,1347301.33,0.049488163
599,Nov-07,6.33,101591222,647136647,2131301.03,-0.026611354,3059232.36,0.018916062
599,Nov-06,2.66,110180399,282129143,895617.81,0.035715552,1378218.887,0.080885956
599,Nov-05,2.61,3510385,9290459,651008.24,-0.017928397,756084.6783,-0.011202164
599,Nov-04,5.53,40873155,214287079,613039.69,0.070627273,660061.5733,-0.038008844
